Vegetable,Season,Month,Temp,Deasaster Happen in last 3month,State,Price per kg
Pointed grourd,Summer,November,16.765021789476812,0,Meghalaya,155.24309597254882
Cauliflower,Summer,June,22.655316157191525,1,Tamil Nadu,68.51867033679954
Cauliflower,Winter,September,39.814190789151716,1,Puducherry,81.67612309249122
Potato,Spring,March,23.328842079922914,0,Punjab,92.55749167608998
Brinjal,Spring,February,31.815291739870435,1,Kerala,81.3220589339456
Pumpkin,Winter,May,30.600450500626362,1,Andhra Pradesh,45.096286658560345
Ginger,Autumn,February,24.999162371307147,1,Tamil Nadu,46.818746478358776
Cabbage,Winter,October,10.032054581350279,1,Uttar Pradesh,74.93231305788186
Chilly,Winter,March,30.310471700520367,1,Tamil Nadu,100.77850114598888
Pumpkin,Monsoon,May,19.252463752616364,0,Dadra and Nagar Haveli,38.182149897631874
Potato,Autumn,October,31.66211665483057,0,Mizoram,167.41820392595355
Okra,Spring,August,13.851671934770296,1,Kerala,133.8201628007326
Cucumber,Summer,May,12.667717888498286,0,Uttar Pradesh,157.85410257564953
Bitter gourd,Spring,June,12.745031706545298,0,Himachal Pradesh,112.74629280930307
Pumpkin,Monsoon,July,15.353530614509229,1,Nagaland,115.194304958881
Chilly,Summer,August,38.51284336169293,0,Telangana,157.78723970011143
Peas,Summer,May,18.37419718443318,1,Madhya Pradesh,174.93200991099
Cabbage,Winter,April,16.84573314362892,0,Kerala,116.9425280249754
Radish,Spring,April,29.86306610618471,0,Jharkhand,147.94627538334498
Cucumber,Winter,April,12.382311944342108,1,Daman and Diu,65.59853775120946
Peas,Autumn,March,31.71982351793205,0,Meghalaya,174.93951266211016
Bitter gourd,Winter,December,13.082986523365445,1,Andaman and Nicobar Islands,156.13666156145334
Tomato,Spring,September,18.406748889598,1,Punjab,131.1424376916067
Pointed grourd,Spring,April,11.312973925908263,1,Uttar Pradesh,175.57092846194575
Cauliflower,Monsoon,November,20.03201758717132,1,Chhattisgarh,140.5871094869306
Bitter gourd,Summer,March,25.39262223752408,1,Himachal Pradesh,77.56539329921068
Chilly,Summer,February,32.86404733595239,0,Sikkim,132.4287175427514
Chilly,Winter,April,24.354186291782206,1,Uttar Pradesh,103.7485351916223
Brinjal,Monsoon,August,27.17405057132404,1,Karnataka,26.87329276568126
Potato,Monsoon,March,30.57214633747089,1,Odisha,148.2005875777562
Bitter gourd,Winter,November,18.944224535287827,0,Delhi,101.28065134792378
Pumpkin,Monsoon,April,17.576146654721803,1,Odisha,95.94170533107528
Pumpkin,Monsoon,January,27.080794009809292,1,Tripura,122.18573307442028
Cucumber,Summer,November,10.768642719133899,0,Uttar Pradesh,91.45737851786426
Cabbage,Monsoon,November,27.53625236323249,0,Sikkim,183.45316849316606
Radish,Spring,July,18.838187122073478,0,Odisha,177.69287822183364
Radish,Spring,June,11.724432060455825,1,Goa,164.5172952159406
Peas,Summer,August,13.503493057559204,1,Mizoram,147.07404619474474
Tomato,Monsoon,June,35.00012302357922,1,West Bengal,130.48588614965468
Tomato,Monsoon,January,29.450976438335083,0,Sikkim,32.58340288816553
Peas,Summer,June,37.561033061651464,1,Dadra and Nagar Haveli,107.29888445194193
Brinjal,Spring,January,28.32862811936021,1,Punjab,98.2315414152825
Radish,Monsoon,February,16.7215829072233,1,Arunachal Pradesh,146.11446544460017
Cabbage,Autumn,April,21.983767624674925,1,Assam,130.0756237249248
Okra,Monsoon,September,29.584128783004708,1,Himachal Pradesh,180.57736921315248
Garlic,Monsoon,December,30.208505767142174,1,Madhya Pradesh,72.69933292740227
Garlic,Winter,January,26.43527984771495,1,Mizoram,178.28363649044155
Tomato,Spring,November,21.653374974139275,0,Daman and Diu,58.37461794408118
Cauliflower,Autumn,January,24.411195145212105,1,Jharkhand,75.92125609257252
Ginger,Summer,December,31.269062745649688,0,Sikkim,22.52909681007184
Garlic,Winter,October,31.439953832556185,0,Himachal Pradesh,94.27899132862505
Radish,Summer,September,32.27137261813571,0,Odisha,136.36658629231363
Chilly,Monsoon,November,14.638935191575328,0,Maharashtra,168.56595122245454
Potato,Autumn,January,38.81511596409875,0,Madhya Pradesh,104.65488755915834
Bitter gourd,Winter,March,16.77760296619764,0,Jharkhand,187.832007136001
Chilly,Spring,August,19.009349485579122,1,Madhya Pradesh,37.011470922119074
Bitter gourd,Spring,July,32.31552828317552,1,West Bengal,105.4210800876109
Radish,Winter,March,20.244533252181537,1,Assam,81.91190557901123
Chilly,Summer,July,22.99783407442554,1,Tamil Nadu,93.07251278324777
Radish,Spring,January,16.361943539632726,0,Daman and Diu,132.02024643569774
Pointed grourd,Autumn,October,27.31778763142886,0,Arunachal Pradesh,40.90083909600235
Chilly,Spring,October,13.528528515420872,1,Dadra and Nagar Haveli,128.76576884732626
Peas,Autumn,May,27.078475670118326,1,Dadra and Nagar Haveli,149.82414484819168
Bitter gourd,Monsoon,November,38.36201868433504,1,Daman and Diu,163.41384266327043
Chilly,Monsoon,August,19.525458246808505,0,Tamil Nadu,93.82878330190661
Radish,Autumn,March,16.62188326937115,0,Tripura,53.00934003588669
Cabbage,Summer,October,17.986928028983016,0,Uttar Pradesh,186.8252474034281
Brinjal,Spring,May,16.633764003136076,1,Karnataka,26.75007534925315
Chilly,Autumn,August,30.854622245459122,0,Uttar Pradesh,140.70236291792065
Pumpkin,Spring,July,17.245861521360602,0,Kerala,173.35578695757656
Radish,Autumn,July,13.996998385025137,1,Madhya Pradesh,51.03416371243432
Garlic,Monsoon,October,31.631671937868425,1,Telangana,37.935874409592685
Radish,Winter,July,13.41213392618338,0,Andhra Pradesh,23.7932304760175
Potato,Autumn,July,12.740658600289457,1,Nagaland,79.87871034601002
Okra,Winter,March,34.40621182590574,0,Delhi,80.14824887920702
Garlic,Winter,October,24.604691560319477,1,Telangana,117.03319520290599
Pointed grourd,Winter,October,29.186095420404317,0,Daman and Diu,49.691266379009335
Bitter gourd,Autumn,December,26.483490450967775,1,Madhya Pradesh,155.79321253374397
Radish,Winter,February,17.50333262894677,0,Andhra Pradesh,22.683693987243004
Brinjal,Autumn,August,30.34105354299137,1,Uttarakhand,72.97993487842025
Potato,Spring,April,18.027867578669447,1,Maharashtra,143.73645258882533
Cauliflower,Autumn,February,19.193178607497643,1,Tripura,95.80561279873487
Ginger,Summer,September,32.51496932210803,1,Punjab,99.08598366122199
Brinjal,Spring,July,17.91679966421663,0,Tamil Nadu,149.07211757623696
Cucumber,Monsoon,April,13.446127682278627,1,Andaman and Nicobar Islands,166.37586940969632
Radish,Autumn,May,15.827189244525554,0,Himachal Pradesh,35.508472161803596
Potato,Autumn,September,16.863423429716835,1,Andhra Pradesh,154.75379123705522
Pointed grourd,Autumn,March,18.642750175571855,0,Karnataka,129.03884436909067
Pointed grourd,Autumn,November,39.76686462915705,0,Uttarakhand,130.66637525830657
Pumpkin,Autumn,May,20.304801575351583,0,Jharkhand,158.2245900513712
Peas,Spring,October,20.742423549837497,0,Arunachal Pradesh,23.661477028924626
Tomato,Spring,February,25.564222001152245,1,Karnataka,130.1341519293782
Pumpkin,Summer,November,31.79588700123358,0,Punjab,182.87377587334646
Cucumber,Winter,February,36.34478056702904,0,Chhattisgarh,114.74107824422818
Garlic,Autumn,December,31.734175019930937,1,Puducherry,138.08483432174134
Bitter gourd,Spring,June,32.586247116229565,1,Assam,115.65263291768791
Cabbage,Winter,September,27.05493733005919,1,Bihar,108.09080478191659
Pointed grourd,Autumn,May,29.49857422258801,1,Tripura,36.50720698041104
Chilly,Monsoon,December,11.372803153042588,1,Telangana,39.81208372528704
Brinjal,Autumn,September,19.191805772398084,1,Uttar Pradesh,193.54786153645748
Bitter gourd,Monsoon,October,33.82912132867362,0,Chhattisgarh,163.73688552126097
Cucumber,Spring,September,34.89269282317755,0,Kerala,23.21226011185849
Radish,Winter,October,10.524997019344832,1,Punjab,170.92590986126024
Okra,Autumn,February,38.61128510905468,0,Haryana,195.96435838526716
Onion,Autumn,August,26.83003243641027,0,Andaman and Nicobar Islands,160.18069758326874
Cauliflower,Autumn,February,19.639139599561165,1,Bihar,32.884597234992434
Potato,Spring,November,22.22059628901551,1,Puducherry,168.5842259379879
Pumpkin,Spring,November,24.471020753292144,0,Tamil Nadu,152.59275976321553
Potato,Winter,May,39.198483698913165,1,Goa,58.11609786300778
Chilly,Autumn,May,24.777898687777466,0,Chhattisgarh,52.47270938460764
Cauliflower,Autumn,November,14.738358325842912,0,Daman and Diu,93.20254810068417
Radish,Winter,April,19.211500014711,1,Delhi,122.60204452636113
Pointed grourd,Monsoon,June,13.823465164286116,1,Himachal Pradesh,168.23577320439514
Garlic,Spring,August,10.682884590912195,1,Uttar Pradesh,55.9342005354789
Onion,Spring,January,24.983649506705508,0,Karnataka,63.212779474312235
Cabbage,Winter,August,34.36775470390931,1,Tamil Nadu,139.88525888037384
Brinjal,Spring,December,22.143738937865436,1,Karnataka,44.4902721424307
Radish,Summer,May,17.506066358805896,0,Chhattisgarh,181.023546837171
Onion,Monsoon,February,14.10245133085134,1,Uttarakhand,191.6269837389505
Brinjal,Winter,March,16.77147121929511,0,Kerala,145.73358025211792
Onion,Spring,December,35.74543929266699,1,West Bengal,89.69715277645517
Garlic,Monsoon,June,24.100086142401278,1,Delhi,141.72717660651583
Cabbage,Winter,May,31.04606820175292,1,Assam,80.29460975520433
Radish,Autumn,September,19.393760622704715,0,Chandigarh,39.70930478095116
Okra,Autumn,September,34.2441809690345,1,Sikkim,141.739061002889
Pumpkin,Autumn,October,14.530418315996414,1,Arunachal Pradesh,33.997086698977384
Cabbage,Monsoon,December,14.160135655091201,1,Punjab,151.2700103691755
Pointed grourd,Autumn,April,17.64524463434242,0,Assam,62.84769861502028
Peas,Autumn,July,16.860837854019497,1,Gujarat,51.76038030153879
Brinjal,Autumn,October,11.258811142538466,1,Arunachal Pradesh,102.40551882287929
Okra,Autumn,March,39.31620207834797,0,Manipur,129.8487573413787
Radish,Autumn,August,27.07724803822623,1,Kerala,109.87875993013925
Onion,Winter,February,10.687007939541102,1,Karnataka,44.635442999743745
Ginger,Spring,June,25.813399316658447,1,Uttar Pradesh,105.28928019190695
Garlic,Autumn,March,35.64653038972495,0,Sikkim,88.16089737708042
Bitter gourd,Monsoon,May,37.24992463156083,1,Chhattisgarh,94.74679821531757
Pumpkin,Monsoon,November,32.763197505165465,1,Goa,43.617200647141786
Potato,Spring,March,10.67328829935254,1,Rajasthan,147.9691033191377
Okra,Monsoon,February,37.52623973619241,1,Rajasthan,95.40396503236911
Bitter gourd,Autumn,November,36.11384403987198,1,Sikkim,118.47567142550368
Pointed grourd,Summer,May,37.13711369989089,1,Goa,24.754399867042366
Brinjal,Spring,August,35.21068239205991,0,Andaman and Nicobar Islands,33.062120261201656
Okra,Monsoon,May,22.946350781571166,1,Manipur,157.34554388897004
Cucumber,Monsoon,June,28.196301748657707,1,Lakshadweep,52.11693571645702
Okra,Summer,January,14.043265909807424,0,Andaman and Nicobar Islands,35.94017277982298
Cucumber,Autumn,December,34.03339525498457,1,Himachal Pradesh,143.03991491972482
Ginger,Monsoon,April,11.259063687959324,0,Karnataka,42.525722050255055
Ginger,Spring,January,24.135632620884394,1,Goa,182.87066963766208
Onion,Winter,October,23.939109345273263,1,Nagaland,23.088982682400538
Pumpkin,Autumn,April,34.787426292290526,1,Puducherry,40.85489824278698
Peas,Summer,May,31.949833636948973,0,Odisha,174.3996367350565
Peas,Autumn,November,27.04646201129137,0,Andhra Pradesh,54.79952968062236
Bitter gourd,Autumn,March,18.124256246146615,0,Himachal Pradesh,62.72965780738873
Tomato,Summer,February,33.807260033337876,1,Goa,38.11704269482076
Ginger,Monsoon,March,16.387754118489468,1,Punjab,155.72376173065328
Ginger,Autumn,August,14.174972434146966,0,Madhya Pradesh,77.50995820216679
Onion,Monsoon,November,22.13272842321744,0,Madhya Pradesh,135.79452167650987
Okra,Winter,March,35.05474745691066,0,Haryana,69.2097125773733
Radish,Summer,July,16.69670997893732,1,Tamil Nadu,151.76140384581717
Cabbage,Monsoon,September,39.94234721393269,0,Sikkim,92.19755730759329
Okra,Monsoon,January,22.600386011057957,1,Puducherry,120.56138878468147
Radish,Summer,February,19.97707468975574,1,Gujarat,161.502805220478
Cucumber,Winter,March,17.92520894074824,1,Bihar,99.52278507255934
Chilly,Summer,September,34.88614381114593,1,Uttarakhand,168.93702516734905
Pumpkin,Autumn,May,19.655155367815343,1,Uttar Pradesh,106.40823219585617
Garlic,Autumn,June,19.417054575585457,0,Meghalaya,178.30400298679476
Okra,Autumn,August,31.29270363408278,1,Bihar,78.63595520421671
Peas,Autumn,July,26.016102042109598,0,Madhya Pradesh,35.251074994183895
Tomato,Autumn,November,21.51857932768022,1,Kerala,86.26062862525092
Chilly,Autumn,October,33.9833794208118,0,Puducherry,164.4800424866949
Radish,Winter,August,26.248463664899965,1,Arunachal Pradesh,132.19556149175452
Onion,Autumn,October,38.51241513003747,0,Karnataka,25.50048836227526
Brinjal,Summer,March,13.190408593321912,0,Maharashtra,36.721800571787256
Pumpkin,Spring,March,28.485296038170723,0,Chandigarh,27.71559458954996
Brinjal,Monsoon,April,33.670419760185716,0,West Bengal,149.7352663974401
Cucumber,Monsoon,September,35.33978269506052,0,Odisha,173.7735881477218
Tomato,Autumn,January,36.822942797611084,0,Meghalaya,53.186302520336966
Ginger,Monsoon,September,22.853786639386932,1,Puducherry,186.53547712247422
Cauliflower,Summer,February,33.64019830118164,0,Uttar Pradesh,172.72453494853292
Onion,Autumn,May,38.866837002600164,0,Delhi,169.5525281406522
Cauliflower,Spring,April,27.46758277086522,0,Maharashtra,128.6334096384481
Pointed grourd,Spring,September,11.967465104682502,1,Arunachal Pradesh,96.95977600558831
Cucumber,Monsoon,November,16.87561509368395,1,Odisha,26.025758675020448
Onion,Summer,February,22.934348925102416,0,Andaman and Nicobar Islands,130.73605600216797
Cauliflower,Summer,February,19.10567468586293,1,Assam,155.75375475293572
Radish,Winter,May,30.318843134589205,1,Chhattisgarh,104.66253119630349
Chilly,Winter,September,23.01762823396494,0,Goa,72.50130827825149
Pumpkin,Winter,November,32.2464210990247,0,Nagaland,43.29968684570299
Tomato,Spring,October,21.17734341223599,0,Maharashtra,126.93924618699731
Onion,Spring,September,20.46926817556098,0,Tripura,146.26315943946503
Radish,Monsoon,November,18.332824935555095,0,Nagaland,162.01400887760624
Bitter gourd,Summer,January,31.138340624949063,0,Dadra and Nagar Haveli,30.1762968919316
Peas,Summer,November,20.957599143679843,0,Chandigarh,110.94827452404401
Cabbage,Spring,August,13.504287421421733,1,Manipur,70.10017851217435
Onion,Monsoon,May,19.947959236807094,1,Tripura,35.67884630337197
Pumpkin,Summer,April,11.594289183965978,1,Goa,61.56387464469993
Brinjal,Spring,March,14.7182121708436,0,Andhra Pradesh,75.43168108628231
Cabbage,Winter,September,11.02241770993367,0,Haryana,39.916553830660874
Tomato,Autumn,October,24.50242521438444,1,Uttarakhand,161.42382925216327
Chilly,Summer,May,31.487789303696868,1,Uttar Pradesh,86.62545184868512
Potato,Spring,October,23.698520270363602,0,Puducherry,59.45898117225784
Chilly,Autumn,May,34.16915369665526,0,Goa,71.80904498500959
Pointed grourd,Monsoon,May,22.13270791564321,1,Bihar,128.4884970183157
Pointed grourd,Spring,December,18.204353485297403,0,Haryana,142.0656557634165
Tomato,Spring,January,26.331347605050684,0,Punjab,69.53704720661753
Ginger,Summer,March,17.331957758289853,0,Tamil Nadu,99.73422850689192
Cauliflower,Monsoon,April,38.635441296003705,0,Karnataka,159.10078835788576
Cabbage,Summer,May,12.581621836960945,1,Chhattisgarh,72.94655164348265
Brinjal,Autumn,January,20.886498157201977,0,Dadra and Nagar Haveli,165.54582511032973
Chilly,Autumn,December,35.0996664874707,1,Himachal Pradesh,177.6701459569985
Potato,Monsoon,February,10.600474349238093,0,Maharashtra,129.74329746283874
Cucumber,Summer,November,34.408983630160364,0,Manipur,165.9380614296881
Radish,Spring,December,13.219103052356896,1,Lakshadweep,72.00529485223952
Ginger,Autumn,May,10.692891695375181,0,Haryana,119.27200704041374
Radish,Spring,January,33.91798612073545,0,Haryana,30.406766821386114
Brinjal,Monsoon,May,24.712715831220716,0,Chandigarh,124.58820142399567
Okra,Summer,October,27.56831389377872,1,Madhya Pradesh,53.04025433114731
Potato,Winter,September,35.5861401308746,1,Chandigarh,97.62806129373983
Chilly,Monsoon,May,12.134052271262616,1,Chhattisgarh,99.49383104863057
Tomato,Autumn,March,14.140687824873687,0,Punjab,101.96394227914566
Ginger,Summer,November,34.80613618946525,1,Chhattisgarh,79.52351302828575
Potato,Autumn,August,39.592770644197465,0,Tamil Nadu,118.61344272693692
Brinjal,Autumn,September,29.603828938114848,0,Odisha,137.76620639535355
Okra,Winter,July,34.83524137013484,0,Assam,116.69063275063823
Peas,Summer,September,21.762375341983002,0,Meghalaya,26.719481116672796
Peas,Summer,December,29.60929290076884,0,Chhattisgarh,123.69135219457975
Pointed grourd,Summer,April,25.349936145097303,1,Tripura,57.520980883909516
Okra,Winter,June,31.58476475875273,0,Madhya Pradesh,126.11350518148835
Cauliflower,Monsoon,June,28.151482055182488,1,Kerala,180.6188154522824
Garlic,Spring,April,14.762313750021121,1,Odisha,136.966961820111
Pointed grourd,Autumn,April,12.161586437918288,1,Odisha,194.7489366459894
Bitter gourd,Monsoon,July,26.04143099385177,0,Punjab,127.95140433500997
Okra,Summer,May,36.87813979814798,0,Tamil Nadu,146.74264041300563
Radish,Autumn,May,25.97120196447846,1,Tripura,177.16039200346881
Chilly,Spring,February,29.433505531209313,0,Rajasthan,181.19862828262526
Cabbage,Monsoon,January,12.07993653976429,1,Manipur,50.52898697929467
Okra,Spring,December,31.785711474984517,1,Uttarakhand,116.90271945309779
Onion,Summer,January,27.167051206701885,0,Andhra Pradesh,193.47782832101154
Pointed grourd,Spring,April,11.976379432273717,0,Telangana,76.20772978347068
Brinjal,Autumn,February,27.973906247147152,1,Andhra Pradesh,92.98085877007865
Onion,Summer,December,37.74876300795712,1,Jharkhand,25.50402503582376
Potato,Monsoon,July,32.80485120123595,0,Gujarat,71.39436684212137
Pointed grourd,Monsoon,November,12.124475622075241,1,West Bengal,179.5630547540404
Onion,Monsoon,January,17.33369290238722,1,Odisha,174.13626799179477
Pumpkin,Autumn,February,25.653320799174388,0,Tripura,41.44324076711624
Chilly,Autumn,February,14.249171100047159,1,Kerala,87.4215586903096
Cucumber,Summer,June,16.153299722919982,1,Mizoram,54.91576279706247
Cucumber,Spring,July,18.198989457476188,0,Telangana,158.37726692786637
Brinjal,Autumn,January,11.459676622735467,1,Telangana,25.027368484160505
Pumpkin,Winter,June,35.22625413754373,0,Maharashtra,72.36099873761447
Onion,Autumn,January,12.860765601737262,1,Andhra Pradesh,153.1910477770469
Tomato,Summer,April,26.50668267225232,0,Himachal Pradesh,178.08698135252845
Potato,Summer,October,24.91202448366851,1,West Bengal,39.91468723167951
Pointed grourd,Monsoon,March,33.25000207075911,1,Chhattisgarh,127.89318847847984
Radish,Summer,May,16.280476002331895,0,Manipur,58.97441070994506
Pointed grourd,Spring,February,26.343587674174827,1,Tamil Nadu,115.36360472777274
Okra,Spring,May,35.06820568636293,1,Mizoram,110.74384224388433
Chilly,Winter,June,27.442330198638984,1,Manipur,111.10868000064755
Peas,Spring,April,15.540889759708563,1,Punjab,152.6593289773368
Cabbage,Monsoon,November,26.32264970154488,0,Andaman and Nicobar Islands,136.8373118190642
Peas,Monsoon,December,28.08116893869577,0,Delhi,193.32056464164336
Cucumber,Winter,April,20.43004082819091,1,Meghalaya,54.897784044200066
Bitter gourd,Autumn,November,38.42076981883197,1,Manipur,95.27078242768732
Onion,Winter,August,24.689652410756487,1,Puducherry,45.496097099213216
Cauliflower,Monsoon,December,14.478925937890278,1,Uttarakhand,67.30180477939578
Pumpkin,Autumn,November,37.86010237974358,0,Manipur,171.28974408218681
Brinjal,Autumn,May,13.80978502167365,1,Arunachal Pradesh,121.39577842011121
Onion,Spring,December,12.931684921086283,1,Bihar,75.33662202880654
Okra,Winter,October,33.45584394794163,0,Manipur,70.95829016032769
Pointed grourd,Monsoon,December,37.01481371201582,0,Telangana,161.90925401715384
Okra,Autumn,March,32.21761800419456,1,Nagaland,57.70377634184191
Ginger,Spring,July,21.761263127626236,0,Chandigarh,82.8838087851544
Tomato,Winter,August,12.902789222864648,1,Madhya Pradesh,44.12586629846098
Pumpkin,Spring,May,34.53818104571709,1,Himachal Pradesh,86.96427941622947
Cauliflower,Spring,February,19.625219323000753,1,Maharashtra,169.48012979911934
Garlic,Monsoon,May,29.790864433255873,0,Odisha,42.53593665098089
Cabbage,Summer,February,39.88813632759526,0,Bihar,23.623470356654657
Onion,Winter,February,17.089459637341136,1,Manipur,65.41135318836362
Okra,Autumn,January,28.629619162280388,0,Lakshadweep,21.710500479839162
Potato,Autumn,March,30.657618787723607,0,Daman and Diu,34.75875547366333
Ginger,Summer,January,12.114340400483524,0,Lakshadweep,192.99201674759468
Tomato,Spring,November,17.56075673626109,1,Lakshadweep,64.96846450001945
Onion,Winter,July,11.463500598669512,1,Arunachal Pradesh,199.05691921192178
Okra,Autumn,December,38.14464209338783,1,Himachal Pradesh,185.39645335575207
Bitter gourd,Monsoon,November,35.36209815791936,1,Haryana,55.49058745059324
Garlic,Winter,December,14.304085017234302,1,Maharashtra,69.44836307018281
Chilly,Monsoon,January,14.470818001403828,0,Tripura,110.26266538284855
Brinjal,Autumn,September,21.86529605200667,0,Tamil Nadu,123.46796679352633
Cauliflower,Winter,August,37.26038272127716,0,Tripura,152.44001853856227
Chilly,Winter,July,31.279175513900693,1,Gujarat,41.05567291176214
Chilly,Spring,September,29.097402059007162,1,Assam,127.02246211678698
Garlic,Monsoon,June,11.568645225636597,0,Madhya Pradesh,124.1837129566881
Onion,Monsoon,October,29.979997236210025,0,Arunachal Pradesh,196.81972750425126
Tomato,Summer,November,22.01533360225705,1,Himachal Pradesh,166.5019435822983
Brinjal,Monsoon,March,30.408982784287662,0,Tripura,169.13050538859355
Peas,Monsoon,June,38.53234503404955,0,Lakshadweep,39.63754185487226
Bitter gourd,Summer,February,28.938548108742232,1,Assam,133.6087671474812
Peas,Spring,June,14.976041842309705,0,Dadra and Nagar Haveli,155.07606311596962
Radish,Monsoon,March,39.225242834552205,1,Maharashtra,173.25015925224264
Tomato,Summer,August,22.299406409549626,1,Andhra Pradesh,190.96476222510518
Cucumber,Autumn,March,39.59992084313646,0,Telangana,123.72663449390605
Radish,Summer,April,22.548847915339607,1,Uttarakhand,195.552490396197
Ginger,Winter,October,25.180326174697257,1,Nagaland,110.25482631555008
Cauliflower,Spring,June,39.33200078248065,1,Haryana,199.23320345786018
Bitter gourd,Winter,February,16.885931954617266,0,Punjab,109.6392185729262
Onion,Autumn,January,13.705361286760631,0,Telangana,155.59686789133758
Onion,Spring,March,16.67255508855403,1,Daman and Diu,99.55771838015006
Pumpkin,Spring,August,16.445960782925642,1,Dadra and Nagar Haveli,50.045207184386996
Radish,Winter,December,16.554907712590456,1,Punjab,92.92972103437758
Radish,Winter,May,15.763185911872363,1,Punjab,170.37718165747899
Potato,Monsoon,June,26.90275183650126,0,Haryana,143.04386078639084
Cabbage,Winter,April,23.544599184723804,0,Telangana,111.86255988004923
Onion,Autumn,September,16.30367798830907,1,Tamil Nadu,25.484734106122445
Potato,Monsoon,March,15.767293904995825,0,Goa,178.38901451232104
Potato,Summer,May,16.03491664903872,0,Gujarat,27.397356213136785
Cucumber,Spring,March,24.9897957536443,1,Uttarakhand,103.389856501227
Pointed grourd,Monsoon,July,38.97470565003847,1,Punjab,91.94116767545674
Brinjal,Spring,December,31.24826343166862,0,Goa,175.4836355432774
Radish,Spring,September,24.495471718110743,1,Andaman and Nicobar Islands,149.99270064599196
Okra,Autumn,August,29.481742455417564,0,Gujarat,41.14763627050439
Pointed grourd,Winter,December,19.966547762739587,0,Odisha,142.53005505324865
Tomato,Winter,November,38.545844034241476,0,Andhra Pradesh,185.75753487582182
Cucumber,Spring,October,36.496085347181435,0,Delhi,159.09501120069424
Radish,Autumn,July,31.561694365770876,1,Madhya Pradesh,40.9978058040153
Okra,Winter,August,11.056858117692718,0,Andhra Pradesh,141.63192097623795
Ginger,Autumn,October,38.10541331867642,1,Gujarat,22.261338004523815
Tomato,Winter,August,17.887948933720494,0,Madhya Pradesh,57.12087618495876
Tomato,Spring,May,16.63278812891505,0,Chandigarh,186.77566130051827
Cabbage,Spring,November,15.21297670698783,0,Haryana,172.21178670560627
Cabbage,Spring,October,35.07274278358015,0,Daman and Diu,49.611371335234644
Okra,Autumn,June,17.994133866430225,0,Jharkhand,124.90430021605941
Ginger,Winter,April,33.045647624542255,1,Odisha,40.53585034445847
Garlic,Autumn,February,35.269364006507004,1,Chhattisgarh,46.62183889186515
Cucumber,Autumn,August,17.72944894310909,1,Haryana,166.83472501334182
Potato,Monsoon,February,30.409894477973403,0,Karnataka,85.93088202769361
Pointed grourd,Autumn,January,10.004897191722062,1,Mizoram,65.5592299858296
Brinjal,Autumn,July,14.6219426063839,1,Gujarat,101.91996830114752
Cucumber,Summer,March,15.881776806132427,1,Dadra and Nagar Haveli,42.00288024805406
Chilly,Spring,April,34.34025768900596,0,Assam,50.58842032784874
Cucumber,Autumn,February,15.198280469849822,1,Dadra and Nagar Haveli,130.37022327549067
Peas,Autumn,June,16.320279126072652,1,Telangana,125.50759361877823
Pointed grourd,Spring,June,33.801168192492455,1,Dadra and Nagar Haveli,168.02648789710466
Potato,Summer,September,33.94273627712086,1,Arunachal Pradesh,47.891950516419115
Chilly,Spring,February,23.110449015549246,1,Himachal Pradesh,102.39567825573775
Ginger,Monsoon,August,19.436531900247665,1,Sikkim,28.329977088661288
Cauliflower,Winter,December,15.485218762533966,0,Dadra and Nagar Haveli,134.47438273028058
Ginger,Autumn,May,37.57285548513153,1,Punjab,148.75000465157308
Pointed grourd,Spring,October,32.55564391085848,0,Nagaland,157.33799151511815
Tomato,Spring,February,28.625943683875626,0,Puducherry,119.86142596481221
Potato,Spring,February,11.878809211699972,0,Daman and Diu,80.88982165378582
Cucumber,Autumn,October,19.55918993403015,1,Tamil Nadu,168.21003499190974
Ginger,Summer,January,10.895874228984493,1,Meghalaya,181.02634835585684
Pumpkin,Monsoon,May,29.327210080932645,0,Sikkim,197.8924871776458
Chilly,Summer,February,14.674136871619869,1,Dadra and Nagar Haveli,36.48053927282615
Ginger,Winter,January,11.280828372881786,0,Uttarakhand,161.87144902360018
Cauliflower,Autumn,June,25.5782651383927,0,Tripura,92.75010162669722
Garlic,Summer,October,29.11673311003947,1,Andhra Pradesh,113.44719576203099
Ginger,Monsoon,November,26.311376161224697,1,Manipur,83.26816514192095
Pointed grourd,Spring,December,17.597650037551016,0,Andhra Pradesh,128.66221296452198
Onion,Monsoon,September,27.61863497347871,1,Jharkhand,109.06644323664558
Bitter gourd,Winter,May,17.889647007944,0,Uttarakhand,177.77263291637402
Ginger,Winter,June,29.770564226623655,1,Arunachal Pradesh,173.70332267935044
Cauliflower,Winter,July,13.997813532739475,1,Bihar,24.81577619161601
Tomato,Autumn,January,11.192262980035467,0,Tamil Nadu,149.13291509712283
Bitter gourd,Autumn,December,31.46654847377527,1,Dadra and Nagar Haveli,107.23828962667052
Cucumber,Spring,May,39.514358268032,0,Bihar,137.79789301823524
Cabbage,Monsoon,April,20.368375711053602,0,Kerala,77.89783402148882
Cucumber,Spring,February,32.96393537691389,0,Andhra Pradesh,167.08783182767993
Peas,Summer,November,20.05584405001283,1,Tripura,131.306586225623
Ginger,Summer,April,32.351291910967745,0,Punjab,88.98442029953952
Brinjal,Monsoon,March,20.412514573665455,1,Meghalaya,94.25491480043186
Cauliflower,Autumn,February,19.859996962906667,0,Goa,44.803164103776886
Ginger,Autumn,August,11.49758804361069,0,Gujarat,115.58164497304685
