Vegetable,Season,Year,Month,Temp,Deasaster Happen in last 3month,State,Price per kg
Garlic,Monsoon,2024,April,17.633136982116735,1,Jharkhand,85.98332638
Brinjal,Autumn,2024,April,33.217728471599685,0,Haryana,149.770202
Chilly,Spring,2024,September,27.968686474257645,0,Uttarakhand,71.52145084
Garlic,Winter,2024,May,24.25821330892868,1,Madhya Pradesh,221.0416565
Ginger,Monsoon,2024,July,20.96625662559767,1,Telangana,229.7217751
Peas,Monsoon,2024,January,17.838135445406134,1,Manipur,207.1106676
Onion,Spring,2024,April,29.773082877425157,0,Sikkim,165.8186554
Onion,Monsoon,2024,August,34.13958090571464,0,Delhi,228.3789025
Bitter gourd,Spring,2024,July,28.116594838736688,0,Maharashtra,145.8929256
Chilly,Summer,2024,December,14.33000182914752,1,Sikkim,99.77159622
Bitter gourd,Summer,2024,August,10.892045042516202,1,Manipur,144.9031761
Tomato,Winter,2024,December,18.718492963035025,1,Karnataka,79.59461892
Cucumber,Spring,2024,June,24.663705844399026,0,Delhi,219.4044074
Cucumber,Winter,2024,June,39.60084645116865,1,Lakshadweep,103.2336845
Garlic,Autumn,2024,June,14.049713366098832,1,Rajasthan,209.2832597
Onion,Autumn,2024,August,19.505661202648284,0,Madhya Pradesh,161.9391017
Pointed grourd,Autumn,2024,November,10.120080181689145,1,Meghalaya,182.4610409
Radish,Monsoon,2024,September,15.106791589051541,0,Kerala,213.8509473
Cucumber,Monsoon,2024,January,38.749036545141806,0,Mizoram,166.4366428
Cabbage,Spring,2024,December,20.16614039057462,0,Arunachal Pradesh,214.1635988
Potato,Summer,2024,February,15.42884268029279,1,Bihar,75.22958719
Onion,Summer,2024,June,32.08242960908609,0,Punjab,105.4820644
Peas,Monsoon,2024,May,15.815458829637922,1,Mizoram,71.63794719
Pumpkin,Autumn,2024,March,33.99836304577467,1,West Bengal,186.6143466
Pointed grourd,Spring,2024,August,37.76873053503551,0,Karnataka,130.8481687
Bitter gourd,Summer,2024,January,32.45735792456071,1,Uttarakhand,165.5199096
Okra,Spring,2024,September,23.743973013500522,1,Maharashtra,198.274555
Onion,Autumn,2024,September,39.243629278592095,1,Kerala,203.7372331
Brinjal,Summer,2024,September,10.303269917179637,1,Andhra Pradesh,224.6137444
Bitter gourd,Summer,2024,February,10.453704365896103,0,Rajasthan,80.74768637
Radish,Winter,2024,February,34.852940404254504,1,Karnataka,77.33266848
Cauliflower,Summer,2024,February,33.402470234874315,0,Sikkim,57.88378649
Okra,Spring,2024,July,20.15801758628181,1,Andaman and Nicobar Islands,206.5518307
Okra,Monsoon,2024,February,32.124524070166856,1,Jharkhand,224.2941234
Garlic,Spring,2024,September,20.516095958905336,0,Meghalaya,164.96459
Peas,Monsoon,2024,October,30.118406173119087,0,Karnataka,112.4336221
Radish,Winter,2024,May,14.046018779247591,0,Telangana,86.54458453
Garlic,Spring,2024,November,13.662894386967437,0,Andaman and Nicobar Islands,57.86182385
Chilly,Summer,2024,March,19.84085599954203,0,Chandigarh,67.34952586
Peas,Summer,2024,June,15.806006197128514,0,Haryana,153.8436779
Pointed grourd,Summer,2024,July,35.02103037882449,1,Mizoram,184.4023561
Tomato,Winter,2024,July,16.204141440695143,1,Chhattisgarh,149.6946362
Cucumber,Winter,2024,June,34.744998196805554,1,Chhattisgarh,64.68356634
Chilly,Winter,2024,October,35.80812666,1,Daman and Diu,207.4526563
Cucumber,Autumn,2024,January,37.180772053813286,0,Bihar,92.38007323
Bitter gourd,Summer,2024,April,24.83452451093369,1,Haryana,192.0087812
Onion,Summer,2024,November,10.428457595569252,0,Chandigarh,222.3998668
Pointed grourd,Winter,2024,December,16.35726594792141,0,Tripura,64.21297993
Okra,Summer,2024,April,16.105108255740106,0,Uttarakhand,205.0047678
Pointed grourd,Summer,2024,January,11.128830654819097,1,Uttarakhand,162.9361946
Pumpkin,Spring,2024,March,17.113725281315812,0,Jharkhand,142.7259238
Cauliflower,Autumn,2024,January,20.18393270815949,0,Tamil Nadu,220.1689974
Potato,Summer,2024,November,20.696711729567305,1,Puducherry,192.8857527
Chilly,Summer,2024,May,37.388268744848794,0,Puducherry,179.0859154
Radish,Spring,2024,May,16.063900880028438,1,Uttar Pradesh,100.9124783
Pumpkin,Autumn,2024,March,10.827330171334292,0,Mizoram,134.7366804
Cabbage,Monsoon,2024,May,18.82744292151731,0,Delhi,203.2990285
Potato,Autumn,2024,November,36.705286470277066,1,Meghalaya,213.4981411
Pointed grourd,Monsoon,2024,May,22.023443862767685,1,Uttarakhand,136.6811983
Pumpkin,Summer,2024,March,38.28842022077612,1,Telangana,145.4866141
Cabbage,Autumn,2024,November,39.253837769826745,1,Lakshadweep,150.4994479
Cabbage,Autumn,2024,May,14.366430810398292,0,Bihar,156.868413
Peas,Monsoon,2024,February,16.040882057964403,0,Rajasthan,108.3527239
Garlic,Monsoon,2024,December,26.868862152670786,0,Tamil Nadu,217.5903225
Okra,Spring,2024,December,16.578307144931237,1,Telangana,167.0687602
Cauliflower,Winter,2024,September,19.872516201363254,0,Manipur,70.484226
Bitter gourd,Winter,2024,March,28.446835137149844,1,Odisha,205.9185837
Radish,Summer,2024,April,27.967071769501864,1,Dadra and Nagar Haveli,184.1433524
Garlic,Summer,2024,August,26.972711381040916,0,Tripura,209.3768596
Radish,Spring,2024,February,37.74106959822484,0,Meghalaya,199.3389764
Potato,Monsoon,2024,September,20.990289749782434,0,Goa,124.0645281
Tomato,Winter,2024,December,13.717645036997792,1,Odisha,130.9255575
Brinjal,Summer,2024,November,20.901457131697896,1,Gujarat,192.5640129
Ginger,Autumn,2024,January,34.542188794751084,1,Odisha,140.3155489
Brinjal,Monsoon,2024,September,12.519402120963393,1,Telangana,109.4309528
Tomato,Autumn,2024,May,15.016264448448267,0,Sikkim,114.6764335
Okra,Spring,2024,January,27.620547032551688,0,Dadra and Nagar Haveli,201.5658753
Tomato,Winter,2024,September,19.007135879794287,0,Meghalaya,103.9677717
Garlic,Spring,2024,May,26.82175131145306,0,Maharashtra,181.8359691
Cabbage,Spring,2024,April,13.382920418480802,0,West Bengal,145.5533972
Chilly,Winter,2024,June,34.679481092798206,1,Nagaland,150.2000829
Cucumber,Spring,2024,July,25.49299973896664,1,Himachal Pradesh,55.28718281
Cauliflower,Autumn,2024,November,26.96234747282672,0,Chhattisgarh,127.9928107
Cabbage,Spring,2024,March,18.00281965926166,0,Nagaland,222.4768526
Pointed grourd,Monsoon,2024,November,18.91049063326507,0,Uttar Pradesh,156.3136395
Ginger,Spring,2024,June,19.43710096773234,1,Andaman and Nicobar Islands,99.14712481
Potato,Monsoon,2024,July,20.412505432942382,1,Chandigarh,170.0037529
Bitter gourd,Monsoon,2024,December,25.476792730988837,1,Madhya Pradesh,58.18151367
Okra,Autumn,2024,October,28.335396174399506,0,Karnataka,160.7170448
Garlic,Autumn,2024,July,22.608493418933634,1,Arunachal Pradesh,212.7417704
Cabbage,Monsoon,2024,June,33.19004313547023,0,Tamil Nadu,198.5317146
Cauliflower,Winter,2024,December,33.73567125451719,1,Kerala,194.8800675
Radish,Monsoon,2024,November,26.974137860429334,0,Gujarat,129.6193158
Potato,Autumn,2024,November,30.346163453570103,0,Arunachal Pradesh,116.2705355
Pointed grourd,Summer,2024,January,27.45097444965722,1,Lakshadweep,173.9884119
Onion,Spring,2024,November,22.38186707412823,1,Uttarakhand,179.5578668
Okra,Spring,2024,October,32.430596188766614,0,Rajasthan,56.52981747
Tomato,Winter,2024,July,36.967110988502974,0,Himachal Pradesh,183.4455456
Pointed grourd,Autumn,2024,May,38.66919298,0,Meghalaya,110.3707147
Tomato,Autumn,2024,October,25.439161603491186,0,West Bengal,71.95001638
Brinjal,Summer,2024,November,14.661866898874868,0,Haryana,64.30810531
Cucumber,Spring,2024,February,15.297055823017136,1,Jharkhand,98.22963278
Cauliflower,Autumn,2024,April,19.386544118679005,1,Lakshadweep,175.5858951
Brinjal,Summer,2024,August,10.589946315880654,0,Maharashtra,168.6883808
Potato,Autumn,2024,January,25.61593435551988,1,Mizoram,162.0194078
Tomato,Winter,2024,October,14.80724805709988,1,Andaman and Nicobar Islands,162.379316
Ginger,Spring,2024,June,36.778057492688994,1,Uttar Pradesh,219.0125422
Tomato,Winter,2024,December,19.94421880492809,0,Lakshadweep,152.7373919
Radish,Monsoon,2024,December,31.100352637467566,0,Himachal Pradesh,169.3332271
Pumpkin,Monsoon,2024,March,11.447853652895606,0,Odisha,167.9151474
Peas,Spring,2024,November,37.89348679013557,0,Nagaland,129.2727151
Onion,Summer,2024,June,14.71640058918302,1,Nagaland,143.9283357
Onion,Autumn,2024,December,24.282852879145935,1,Kerala,110.9544021
Pumpkin,Summer,2024,November,15.450895622800182,1,Sikkim,172.8061848
Garlic,Summer,2024,September,34.962827822858515,0,Rajasthan,58.38123044
Radish,Winter,2024,June,38.75374451729829,1,Karnataka,139.366523
Brinjal,Winter,2024,December,18.221465281901715,0,Lakshadweep,206.9265815
Bitter gourd,Autumn,2024,July,17.621270565889084,0,Telangana,99.68544686
Potato,Spring,2024,September,15.647349087800372,1,Chandigarh,219.3411678
Garlic,Summer,2024,February,18.382311512196804,1,Karnataka,69.6482151
Bitter gourd,Monsoon,2024,March,27.700012131634896,0,Madhya Pradesh,151.0033737
Onion,Monsoon,2024,September,38.825956651610596,0,Goa,191.2457307
Okra,Spring,2024,November,32.71455014198318,0,Sikkim,133.7705247
Okra,Autumn,2024,October,24.31651076,0,Jharkhand,139.7830035
Garlic,Monsoon,2024,December,16.943934756115812,1,Chhattisgarh,85.08974396
Ginger,Winter,2024,April,37.93714098221731,0,Kerala,101.1215719
Onion,Winter,2024,January,33.287364678480884,1,Andhra Pradesh,138.0444871
Pumpkin,Monsoon,2024,October,25.479799507718845,1,Maharashtra,95.48939575
Bitter gourd,Spring,2024,September,37.26033635,0,Tripura,145.0878339
Potato,Monsoon,2024,April,16.752334679148767,0,West Bengal,184.3474116
Tomato,Summer,2024,October,34.6985287,1,Uttarakhand,66.3774697
Onion,Autumn,2024,July,22.960615004100745,1,Sikkim,220.1703501
Pointed grourd,Monsoon,2024,January,35.0568131,0,Chhattisgarh,208.0022071
Onion,Winter,2024,July,35.78710527563655,1,Andhra Pradesh,113.3775407
Onion,Monsoon,2024,April,18.790293635802144,1,Mizoram,102.8345025
Bitter gourd,Autumn,2024,January,19.160797256471405,0,Kerala,69.44915158
Cauliflower,Spring,2024,August,13.214892903378768,1,Uttarakhand,170.5144051
Peas,Winter,2024,February,15.790610866536966,1,Andhra Pradesh,185.298055
Radish,Summer,2024,June,17.347876674001125,0,Assam,140.0282227
Pumpkin,Autumn,2024,June,15.560153229645781,1,Punjab,183.7560861
Onion,Spring,2024,May,14.024023812018077,1,Karnataka,188.9038735
Pointed grourd,Spring,2024,October,26.783439013015446,1,Bihar,227.0169083
Cauliflower,Monsoon,2024,March,22.561555703565574,1,Goa,227.4212472
Chilly,Summer,2024,August,13.84441082268647,1,Delhi,101.4060465
Cauliflower,Monsoon,2024,August,33.125957296213066,0,Assam,62.66068614
Peas,Monsoon,2024,September,20.053761858862117,1,Punjab,75.51513387
Radish,Spring,2024,May,37.72393090007276,1,Maharashtra,228.995647
Chilly,Monsoon,2024,December,38.85374539630692,0,Andaman and Nicobar Islands,134.0444194
Onion,Summer,2024,February,20.989146881576964,0,Arunachal Pradesh,110.3302273
Potato,Spring,2024,April,37.237030905760236,0,Puducherry,146.0805793
Okra,Autumn,2024,February,20.44621466843072,1,Delhi,132.2281046
Bitter gourd,Spring,2024,December,37.03716264115671,0,Uttar Pradesh,138.5111969
Radish,Winter,2024,September,10.874904199339479,0,Gujarat,56.39491085
Potato,Summer,2024,July,24.429894181904686,1,Delhi,78.3640787
Onion,Spring,2024,January,12.817800189726812,0,Nagaland,91.17310065
Pumpkin,Summer,2024,May,22.488160214790817,0,Puducherry,184.7046868
Garlic,Winter,2024,May,18.758884494055515,1,Tamil Nadu,159.2447486
Okra,Summer,2024,June,18.113559742663057,0,Manipur,81.70200411
Bitter gourd,Summer,2024,December,34.82609101307891,1,Puducherry,122.8959364
Peas,Winter,2024,September,23.925145720960572,1,Daman and Diu,143.8073626
Cabbage,Summer,2024,June,30.130878468623294,0,Uttarakhand,95.29143939
Cauliflower,Summer,2024,July,16.209661453874453,1,Tamil Nadu,165.9568913
Ginger,Monsoon,2024,February,38.06308334787389,1,Dadra and Nagar Haveli,205.4270008
Chilly,Monsoon,2024,March,15.907650347100724,0,Manipur,227.4797073
Tomato,Summer,2024,January,23.59582952956887,1,Telangana,79.40646086
Potato,Monsoon,2024,September,11.537828880495745,1,Bihar,107.7570962
Onion,Winter,2024,December,21.327479931014643,1,Mizoram,131.744519
Chilly,Winter,2024,August,17.18155485397321,1,Arunachal Pradesh,93.32998648
Potato,Winter,2024,June,24.66254718873782,1,Odisha,217.8520709
Pointed grourd,Monsoon,2024,October,21.270220445033317,0,Odisha,65.09259113
Cabbage,Summer,2024,October,18.418538427064554,1,Madhya Pradesh,122.7176456
Ginger,Monsoon,2024,August,24.33422087333065,1,Odisha,224.5127041
Bitter gourd,Summer,2024,October,12.997528928141366,0,Nagaland,90.34510926
Pumpkin,Monsoon,2024,January,29.004156962914774,0,Karnataka,65.7325438
Potato,Spring,2024,March,15.382095629590157,1,Chandigarh,87.87000697
Onion,Autumn,2024,December,26.978030337147672,0,Jharkhand,107.8684473
Garlic,Monsoon,2024,March,33.86335772348802,0,Gujarat,146.345891
Peas,Winter,2024,July,29.06108372598699,0,Delhi,206.6313769
Brinjal,Autumn,2024,November,35.983547134619585,0,Bihar,171.3855489
Ginger,Monsoon,2024,April,23.833903184924726,0,Delhi,143.925345
Garlic,Winter,2024,October,38.18705317805398,1,Nagaland,102.241807
Ginger,Winter,2024,January,27.099507425374664,1,Goa,95.9684577
Peas,Spring,2024,December,25.886054107246764,1,Jharkhand,180.1606354
Cucumber,Monsoon,2024,December,30.250307349796643,1,West Bengal,196.3671183
Pumpkin,Spring,2024,July,16.677401919983748,0,Uttarakhand,156.2269406
Pumpkin,Monsoon,2024,August,27.491342173502645,1,Bihar,107.2639055
Okra,Spring,2024,June,34.46857494612726,1,Uttar Pradesh,219.6373346
Tomato,Summer,2024,November,27.151188815203355,1,Maharashtra,231.2163433
Cucumber,Autumn,2024,January,34.66304619894409,1,Haryana,206.1975071
Tomato,Autumn,2024,April,35.82067916589492,0,Dadra and Nagar Haveli,58.31174704
Garlic,Monsoon,2024,June,14.132358657552299,1,Sikkim,233.4292863
Cauliflower,Monsoon,2024,June,11.524729257012723,0,Kerala,63.82577139
Pumpkin,Spring,2024,August,15.338391836387851,1,Manipur,98.40622744
Pointed grourd,Winter,2024,November,22.75218362465443,0,Uttar Pradesh,230.5292708
Onion,Spring,2024,March,16.591915217372282,1,Gujarat,196.4826386
Cucumber,Autumn,2024,January,24.563376618452935,1,Goa,138.0639596
Cucumber,Spring,2024,December,13.601340636158266,1,Chandigarh,193.9180522
Pumpkin,Summer,2024,August,22.58295072109098,0,Lakshadweep,201.076839
Chilly,Winter,2024,September,24.616505681760295,0,Kerala,65.95269325
Onion,Spring,2024,November,19.552223734851577,0,Himachal Pradesh,84.30889869
Brinjal,Winter,2024,January,28.687201820137147,1,Assam,59.89902558
Tomato,Winter,2024,September,13.505918705336189,0,Manipur,188.5252996
Cabbage,Autumn,2024,May,16.954678690790466,1,Kerala,154.6190085
Onion,Monsoon,2024,June,18.49806251,1,Rajasthan,203.1064527
Peas,Monsoon,2024,June,18.538034620776607,1,Delhi,188.4891019
Cabbage,Autumn,2024,September,22.701583284662455,0,Tripura,129.2785515
Cucumber,Monsoon,2024,February,35.66363659122247,0,Arunachal Pradesh,121.3037848
Pumpkin,Summer,2024,September,17.82446459975688,0,Daman and Diu,200.6921267
Okra,Autumn,2024,February,16.701919427569585,1,Nagaland,136.5976955
Potato,Autumn,2024,December,18.60818641637607,1,Tamil Nadu,192.6931195
Tomato,Autumn,2024,September,21.735141184008228,1,Uttar Pradesh,221.2368423
Cucumber,Summer,2024,January,38.31261728994006,1,Karnataka,183.9775625
Chilly,Winter,2024,November,23.591309317515652,1,Chhattisgarh,131.7996457
Cauliflower,Summer,2024,July,34.603247720148815,1,Nagaland,107.5087632
Chilly,Autumn,2024,August,15.25226946623538,1,Kerala,153.3663526
Pumpkin,Summer,2024,September,34.94201684279656,1,Meghalaya,175.3046813
Cucumber,Winter,2024,November,27.431075123447773,1,Manipur,105.1807498
Okra,Spring,2024,July,31.237570776983187,1,Karnataka,219.3455499
Ginger,Summer,2024,June,31.94459546734492,0,Rajasthan,55.72111438
Radish,Summer,2024,April,37.11796884048751,1,Odisha,229.427444
Cucumber,Monsoon,2024,June,21.431912589902126,1,Delhi,111.0171325
Radish,Autumn,2024,July,13.65390249895226,0,Arunachal Pradesh,92.49709615
Onion,Winter,2024,December,10.905258355786314,0,Chandigarh,205.1663483
Pumpkin,Spring,2024,December,23.948263984413707,0,Madhya Pradesh,58.59035622
Peas,Monsoon,2024,October,27.634435651901462,1,Sikkim,116.405908
Ginger,Monsoon,2024,May,39.71910807883627,1,Goa,205.0884578
Cucumber,Winter,2024,September,39.06655261628626,0,Andaman and Nicobar Islands,101.914295
Cabbage,Monsoon,2024,September,32.83054166575597,0,Kerala,106.8902253
Cucumber,Winter,2024,August,22.555139995400058,0,Meghalaya,60.72485229
Ginger,Summer,2024,October,26.90787904112629,0,Dadra and Nagar Haveli,223.1756481
Cabbage,Autumn,2024,March,29.469228312094934,0,Odisha,170.7749477
Garlic,Monsoon,2024,March,33.28150597419178,1,Chhattisgarh,57.20333287
Cabbage,Monsoon,2024,January,36.851405748618504,1,Dadra and Nagar Haveli,156.5900146
Ginger,Autumn,2024,May,23.605432891439083,1,Chhattisgarh,231.3370005
Tomato,Summer,2024,August,31.636370837254645,0,West Bengal,103.0106663
Potato,Summer,2024,January,29.421599054693672,1,Andhra Pradesh,151.2489044
Radish,Spring,2024,March,37.44176638701704,1,Lakshadweep,139.5052123
Onion,Spring,2024,June,15.982076956495057,1,Tripura,81.21000904
Cabbage,Autumn,2024,February,35.68313672905587,0,Nagaland,149.4208593
Okra,Winter,2024,October,15.987031214792264,1,Himachal Pradesh,110.5229511
Ginger,Summer,2024,July,38.780693475991704,0,Haryana,134.4273349
Cabbage,Summer,2024,May,15.49860495647868,1,Haryana,138.9773725
Potato,Spring,2024,December,32.90802608167313,1,Tamil Nadu,154.1911071
Pumpkin,Spring,2024,March,10.317524608747416,0,Arunachal Pradesh,55.82907054
Bitter gourd,Summer,2024,June,20.145632905640376,1,Andaman and Nicobar Islands,59.7962917
Onion,Autumn,2024,March,19.637962296356655,1,Kerala,73.36193321
Cauliflower,Summer,2024,March,20.517356595686636,1,Maharashtra,165.0783842
Garlic,Monsoon,2024,April,28.97485019944231,1,Maharashtra,177.9478558
Tomato,Winter,2024,October,15.377483329779244,0,Chandigarh,181.6946377
Cauliflower,Monsoon,2024,April,19.749260261568143,1,Puducherry,222.5193383
Onion,Winter,2024,April,20.938876616315685,0,Rajasthan,151.0352887
Bitter gourd,Autumn,2024,December,18.031819965940038,1,Puducherry,160.8896705
Radish,Monsoon,2024,June,26.247217984986417,0,Karnataka,221.9652787
Cauliflower,Monsoon,2024,April,28.07719136,0,West Bengal,130.1324817
Okra,Spring,2024,July,38.37046908263363,0,Himachal Pradesh,155.2381466
Potato,Autumn,2024,June,37.882478383330096,1,Rajasthan,222.9880163
Cucumber,Autumn,2024,April,23.251737251597163,1,Chhattisgarh,154.2411569
Onion,Winter,2024,December,38.920008131311675,0,Sikkim,80.62250792
Cauliflower,Winter,2024,October,38.815160995621774,1,Maharashtra,79.38913902
Ginger,Winter,2024,November,22.969718500320823,1,Andhra Pradesh,212.3252358
Bitter gourd,Winter,2024,May,25.57906528380903,1,Nagaland,221.3730565
Chilly,Summer,2024,June,38.21234839549098,1,Andhra Pradesh,192.6701753
Okra,Autumn,2024,June,16.479299925698346,0,Karnataka,172.1285492
Cauliflower,Winter,2024,February,33.71224359958687,0,Andaman and Nicobar Islands,201.8095504
Tomato,Monsoon,2024,February,22.561714961033505,0,Nagaland,178.0749173
Ginger,Winter,2024,November,35.34926342161726,0,Sikkim,103.2930474
Peas,Autumn,2024,March,13.194725384850248,1,Himachal Pradesh,215.5703602
Cucumber,Winter,2024,September,29.636078925772505,1,Gujarat,160.6450262
Pumpkin,Winter,2024,September,26.859350475188798,1,Meghalaya,88.71412727
Pumpkin,Summer,2024,March,17.03999501829432,1,Madhya Pradesh,152.6196855
Garlic,Monsoon,2024,October,18.565145079514423,0,Assam,220.9589275
Tomato,Summer,2024,October,16.99288419656296,1,Haryana,56.59856591
Pumpkin,Winter,2024,November,25.65017098,1,Telangana,66.18463389
Cucumber,Winter,2024,July,17.280562894612846,1,Himachal Pradesh,162.4233791
Brinjal,Autumn,2024,November,15.878820785161995,0,Meghalaya,113.5081821
Cauliflower,Spring,2024,September,10.574618026761943,0,Punjab,94.63923385
Bitter gourd,Autumn,2024,July,30.244702251775877,1,Tamil Nadu,87.86400862
Cucumber,Monsoon,2024,February,15.809813378897841,0,Puducherry,103.2256001
Onion,Summer,2024,November,29.61643948819414,0,Andaman and Nicobar Islands,203.5681861
Brinjal,Spring,2024,June,34.093963634361494,0,West Bengal,203.7526117
Onion,Monsoon,2024,December,34.88939114103937,1,Lakshadweep,109.4625495
Garlic,Winter,2024,December,33.17882305022226,0,Gujarat,158.1400749
Tomato,Monsoon,2024,October,23.088087331959525,0,Karnataka,150.3716755
Cauliflower,Monsoon,2024,May,17.353293949340145,0,Odisha,221.6582688
Bitter gourd,Spring,2024,April,33.37773140759835,1,Tamil Nadu,85.71771525
Tomato,Monsoon,2024,October,20.098271856222507,0,Punjab,152.3521822
Brinjal,Monsoon,2024,January,24.755125507314215,1,Tripura,134.2554286
Pointed grourd,Summer,2024,October,22.18161175603226,1,Telangana,111.3714781
Radish,Summer,2024,July,30.227046095135364,0,Haryana,210.9514549
Bitter gourd,Winter,2024,August,30.283680145694785,0,Daman and Diu,66.38960271
Potato,Monsoon,2024,April,35.75107663535959,1,Manipur,121.3706181
Radish,Spring,2024,February,20.575953133250238,1,Rajasthan,132.0838256
Garlic,Summer,2024,April,13.426546899137906,0,Punjab,171.5078229
Bitter gourd,Spring,2024,January,13.439226100965717,1,Meghalaya,230.1723545
Cucumber,Winter,2024,September,26.040374627484333,1,Lakshadweep,157.9566584
Brinjal,Summer,2024,March,32.10733677970059,1,Andaman and Nicobar Islands,132.4263188
Tomato,Winter,2024,April,21.087382074975913,1,Haryana,224.5712327
Pumpkin,Autumn,2024,February,34.79057909479708,0,Karnataka,138.7237746
Cucumber,Spring,2024,August,39.4625673,0,Kerala,114.218405
Tomato,Monsoon,2024,October,35.22363442324206,1,Andhra Pradesh,132.7530707
Tomato,Summer,2024,January,39.66988955,1,Arunachal Pradesh,76.32037639
Peas,Summer,2024,March,32.70067102661872,1,Meghalaya,165.0897006
Pumpkin,Monsoon,2024,February,15.849802056484634,1,Dadra and Nagar Haveli,180.9639147
Okra,Summer,2024,September,30.726185943434057,1,Telangana,76.13926669
Chilly,Monsoon,2024,February,32.664325063163275,1,Goa,129.8999957
Cabbage,Winter,2024,October,11.255881475341518,0,Bihar,58.95900464
Pumpkin,Autumn,2024,July,32.12279903352595,1,Arunachal Pradesh,122.2198037
Potato,Summer,2024,July,35.27465085467439,0,Maharashtra,221.7961805
Pointed grourd,Monsoon,2024,July,11.284351458975072,0,Manipur,102.0139672
Chilly,Summer,2024,September,26.985343661494017,1,Arunachal Pradesh,107.7455904
Cucumber,Spring,2024,May,15.44215422606828,1,Assam,89.03655251
Garlic,Autumn,2024,April,17.76770391397534,0,Assam,208.372106
Peas,Summer,2024,August,34.91360624107307,0,Sikkim,189.6120516
Pumpkin,Summer,2024,January,26.57530124152806,1,Odisha,114.3109199
Cabbage,Monsoon,2024,November,28.948682183902243,1,Madhya Pradesh,201.012546
Pumpkin,Summer,2024,August,39.72832227,1,Andhra Pradesh,68.9481695
Brinjal,Winter,2024,January,24.62153075916162,0,West Bengal,55.7762716
Brinjal,Autumn,2024,February,13.284339938074783,0,Andhra Pradesh,139.3046598
Ginger,Spring,2024,July,18.670794641181015,0,Madhya Pradesh,123.3886844
Tomato,Autumn,2024,June,33.44182889095849,0,Dadra and Nagar Haveli,118.5753718
Tomato,Autumn,2024,April,14.750949710447298,0,Uttarakhand,76.03480056
Chilly,Summer,2024,May,19.176026527138934,1,Goa,195.6061296
Okra,Autumn,2024,September,29.69518437920068,0,Puducherry,104.2372962
Okra,Monsoon,2024,October,36.04455534903352,1,Telangana,92.26326794
Chilly,Winter,2024,September,33.862724783572524,0,Lakshadweep,191.8100009
Ginger,Autumn,2024,June,19.700767412640836,1,Rajasthan,233.1265975
Ginger,Autumn,2024,June,38.86393686050136,1,Telangana,175.482475
Pumpkin,Monsoon,2024,October,10.134171922330987,0,Delhi,134.6473177
Cabbage,Autumn,2024,November,23.09482746318743,1,Tamil Nadu,110.5336618
Brinjal,Summer,2024,June,39.290327283099764,0,Jharkhand,203.4671161
Chilly,Autumn,2024,August,39.23885092066642,0,Kerala,61.85691954
Tomato,Autumn,2024,February,10.141906301639708,0,Puducherry,190.3027143
Brinjal,Summer,2024,June,28.626321249340105,1,Assam,112.2191814
Pumpkin,Autumn,2024,April,20.08135902,1,Chhattisgarh,123.0714806
Potato,Summer,2024,February,21.670246354923737,0,Punjab,80.02311592
Pointed grourd,Winter,2024,October,19.42303340155689,1,Meghalaya,94.38668743
Peas,Summer,2024,December,21.792949531312658,1,Sikkim,86.1632727
Chilly,Spring,2024,March,20.792061147819716,0,Punjab,110.1729054
Cauliflower,Autumn,2024,September,17.147185334553058,1,Bihar,151.4631588
Radish,Autumn,2024,April,12.591551286764263,1,Maharashtra,55.40409928
Cucumber,Autumn,2024,February,19.501218436559945,1,Puducherry,228.441272
Onion,Spring,2024,September,39.60325639092015,1,Maharashtra,95.52756854
Radish,Spring,2024,April,29.913113028892365,1,Lakshadweep,67.64905812
Potato,Autumn,2024,January,18.758436280437813,0,Kerala,125.63507
Bitter gourd,Autumn,2024,September,28.382756052393347,0,Madhya Pradesh,212.704819
Cucumber,Autumn,2024,February,31.671950566815518,1,Kerala,150.8561171
Bitter gourd,Summer,2024,August,38.18931263535484,1,Arunachal Pradesh,218.2591159
Peas,Monsoon,2024,April,19.263703640325225,0,Puducherry,226.6600816
Okra,Summer,2024,May,16.383495498112076,0,Himachal Pradesh,78.64562696
Pointed grourd,Spring,2024,August,13.681108140078397,1,Assam,79.29604832
Cauliflower,Autumn,2024,January,38.134368012778474,0,Bihar,182.9735826
Pumpkin,Monsoon,2024,December,34.82280592329984,0,Puducherry,91.47033264
Onion,Summer,2024,March,21.78000361156591,1,Puducherry,82.14528509
Onion,Autumn,2024,July,22.953618208943876,1,Goa,132.1811679
Bitter gourd,Summer,2024,June,37.64517924946993,1,Tamil Nadu,105.3234905
Cabbage,Autumn,2024,May,38.24528716851495,0,Rajasthan,223.2914984
Onion,Summer,2024,May,17.28762511542105,1,Madhya Pradesh,178.4136396
Tomato,Spring,2024,November,15.902611215632156,1,Madhya Pradesh,117.4324674
Chilly,Spring,2024,February,19.205039408555887,0,Andaman and Nicobar Islands,176.3902302
Ginger,Monsoon,2024,March,31.083152042702242,0,Mizoram,56.07276653
Potato,Autumn,2024,November,31.55313248771998,1,Andaman and Nicobar Islands,203.164225
Garlic,Monsoon,2024,March,30.902373143104352,1,Himachal Pradesh,121.362868
Tomato,Spring,2024,August,13.22482938,0,Goa,194.6161771
Okra,Monsoon,2024,April,26.795280098954642,1,Delhi,198.8443599
Onion,Monsoon,2024,August,38.96882654059813,1,Bihar,119.2629949
Radish,Autumn,2024,October,21.114585046926578,0,Bihar,95.06239583
